% source: http://cs.joensuu.fi/sipu/datasets/
%
% Synthetic 2-d data with N=5000 vectors and M=15 Gaussian clusters with different degree of cluster overlapping.
%
% P. Fränti and O. Virmajoki, "Iterative shrinking method for clustering problems", Pattern Recognition, 39 (5), 761-765, May 2006.
%
% NOTE: Labels were not part of original dataset, added manualy afterwads.
%
@RELATION s-set3
%
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE CLASS {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
%
@DATA
453320.0,606542.0,1
520651.0,594591.0,1
516664.0,660290.0,1
570023.0,570741.0,1
524035.0,518443.0,1
544957.0,505968.0,1
503105.0,577815.0,1
515747.0,601704.0,1
588509.0,666153.0,1
533602.0,584471.0,1
488815.0,736618.0,1
555436.0,648459.0,1
525149.0,598859.0,1
527235.0,597804.0,1
532163.0,487880.0,1
456899.0,535857.0,1
458240.0,649408.0,1
449835.0,681607.0,1
536283.0,664397.0,1
490765.0,641584.0,1
454105.0,462204.0,1
452479.0,733351.0,1
530851.0,640929.0,1
537285.0,484173.0,1
517205.0,604160.0,1
523280.0,604275.0,1
587302.0,609986.0,1
474852.0,625772.0,1
524603.0,621588.0,1
541442.0,643798.0,1
533275.0,597808.0,1
561366.0,639125.0,1
542921.0,577831.0,1
535727.0,568446.0,1
505281.0,579015.0,1
507854.0,513056.0,1
519839.0,594718.0,1
543050.0,594144.0,1
502642.0,615006.0,1
457526.0,658653.0,1
454100.0,637822.0,1
478919.0,531404.0,1
525977.0,595552.0,1
530335.0,593501.0,1
485899.0,618292.0,1
520162.0,606713.0,1
579754.0,607506.0,1
448929.0,699090.0,1
519817.0,600528.0,1
590437.0,652317.0,1
565852.0,731472.0,1
530337.0,609544.0,1
591664.0,441477.0,1
518660.0,603100.0,1
543134.0,515387.0,1
549643.0,615815.0,1
536765.0,368279.0,1
490583.0,447151.0,1
462095.0,603185.0,1
521037.0,625633.0,1
517783.0,448891.0,1
504286.0,586215.0,1
449791.0,508708.0,1
505975.0,574621.0,1
565315.0,570709.0,1
505993.0,602027.0,1
481399.0,639977.0,1
528705.0,615540.0,1
